@relation TestInstances

@attribute room {window,door,kitchen,undefined}
@attribute magneticY numeric
@attribute magneticZ numeric
@attribute rssValue0 numeric
@attribute rssValue1 numeric
@attribute rssValue2 numeric
@attribute rssValue3 numeric
@attribute rssValue4 numeric
@attribute rssValue5 numeric
@attribute rssValue6 numeric
@attribute rssValue7 numeric

@data
window,15,-41,-60,-33,-87,-96,0,0,0,0
window,14,-41,-60,-33,-87,-96,0,0,0,0
window,14,-42,-60,-33,-87,-96,0,0,0,0
window,14,-42,-62,-36,-84,-96,0,0,0,0
window,15,-41,-62,-36,-84,-96,0,0,0,0
window,16,-41,-62,-36,-84,-96,0,0,0,0
window,16,-41,-66,-32,-84,-96,0,0,0,0
window,17,-40,-66,-32,-84,-96,0,0,0,0
window,16,-41,-66,-32,-84,-96,0,0,0,0
window,16,-41,-66,-35,-84,-96,0,0,0,0
window,15,-41,-66,-35,-84,-96,0,0,0,0
window,16,-40,-66,-35,-84,-96,0,0,0,0
window,17,-40,-76,-41,-86,-96,0,0,0,0
window,18,-39,-76,-41,-86,-96,0,0,0,0
window,18,-39,-70,-44,-83,-96,0,0,0,0
window,19,-39,-70,-44,-83,-96,0,0,0,0
window,18,-39,-70,-44,-83,-96,0,0,0,0
window,19,-38,-70,-44,-83,-96,0,0,0,0
window,19,-38,-70,-54,-84,-96,0,0,0,0
window,17,-39,-70,-54,-84,-96,0,0,0,0
window,15,-40,-70,-54,-84,-96,0,0,0,0
window,18,-38,-70,-54,-84,-96,0,0,0,0
window,18,-38,-66,-49,-88,-96,0,0,0,0
window,20,-37,-66,-49,-88,-96,0,0,0,0
window,22,-36,-66,-49,-88,-96,0,0,0,0
window,23,-35,-66,-49,-88,-96,0,0,0,0
window,23,-35,-68,-43,-86,-96,0,0,0,0
window,23,-35,-62,-49,-82,-96,0,0,0,0
window,24,-35,-62,-49,-82,-96,0,0,0,0
window,23,-35,-62,-49,-82,-96,0,0,0,0
window,24,-34,-62,-49,-82,-96,0,0,0,0
window,24,-34,-66,-37,-82,-96,0,0,0,0
window,23,-35,-66,-37,-82,-96,0,0,0,0
window,22,-36,-66,-37,-82,-96,0,0,0,0
window,22,-36,-65,-44,-82,-96,0,0,0,0
window,19,-38,-65,-44,-82,-96,0,0,0,0
window,15,-39,-65,-44,-82,-96,0,0,0,0
window,15,-39,-59,-36,-82,-96,0,0,0,0
window,13,-40,-59,-36,-82,-96,0,0,0,0
window,13,-41,-59,-36,-82,-96,0,0,0,0
window,15,-40,-59,-36,-82,-96,0,0,0,0
window,14,-41,-59,-36,-82,-96,0,0,0,0
window,14,-41,-59,-36,-85,-96,0,0,0,0
window,15,-41,-59,-36,-85,-96,0,0,0,0
window,16,-41,-59,-36,-85,-96,0,0,0,0
window,15,-41,-70,-34,-85,-96,0,0,0,0
window,16,-41,-70,-34,-85,-96,0,0,0,0
window,16,-41,-65,-40,-85,-96,0,0,0,0
window,18,-40,-65,-40,-85,-96,0,0,0,0
window,20,-39,-65,-40,-85,-96,0,0,0,0
window,19,-39,-65,-40,-85,-96,0,0,0,0
window,19,-39,-65,-42,-83,-96,0,0,0,0
window,21,-38,-65,-42,-83,-96,0,0,0,0
window,18,-39,-65,-42,-83,-96,0,0,0,0
window,18,-39,-66,-39,-82,-96,0,0,0,0
window,17,-39,-66,-39,-82,-96,0,0,0,0
window,16,-39,-62,-49,-85,-96,0,0,0,0
window,19,-38,-62,-49,-85,-96,0,0,0,0
window,20,-37,-62,-49,-85,-96,0,0,0,0
window,20,-37,-60,-56,-85,-96,0,0,0,0
window,22,-36,-60,-56,-85,-96,0,0,0,0
window,22,-36,-61,-47,-83,-96,0,0,0,0
window,23,-36,-61,-47,-83,-96,0,0,0,0
window,23,-35,-61,-47,-83,-96,0,0,0,0
window,22,-36,-61,-47,-83,-96,0,0,0,0
window,22,-36,-67,-41,-83,-96,0,0,0,0
window,21,-37,-67,-41,-83,-96,0,0,0,0
window,22,-37,-67,-41,-83,-96,0,0,0,0
window,20,-37,-67,-41,-83,-96,0,0,0,0
window,20,-37,-64,-37,-83,-96,0,0,0,0
window,18,-39,-64,-37,-83,-96,0,0,0,0
window,14,-40,-64,-37,-83,-96,0,0,0,0
window,14,-40,-62,-32,-83,-96,0,0,0,0
window,11,-41,-62,-32,-83,-96,0,0,0,0
window,12,-41,-62,-32,-83,-96,0,0,0,0
window,11,-42,-62,-32,-83,-96,0,0,0,0
window,11,-42,-62,-34,-84,-96,0,0,0,0
window,13,-41,-62,-34,-84,-96,0,0,0,0
window,14,-40,-62,-34,-84,-96,0,0,0,0
window,14,-40,-58,-34,-81,-96,0,0,0,0
